Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Report,Video,playerId
"Jovani Moran","MIN","LHP","AA",,21,,"40",2019,"High","23.1305555","6' 1""","170","L","L","2015 Draft Rnd 7 (MIN)","Carlos Beltran Academy (PR)","Drafted as a arm action/athleticism project out of Puerto Rico, Moran's velocity has grown significantly since his high school days; he's developed a plus, maybe plus-plus changeup that has about 15 mph of velocity difference off his fastball. He's amassed 174 strikeouts in 123 pro innings, mostly via multi-inning relief outings. Lefties with changeups are well-positioned for when three-batter minimums are put in place for relievers. Now at Double-A, Moran might factor into the Twins bullpen picture this year. He projects as a middle reliever.",,"sa875188"
"C.J. Chatham","BOS","SS",,,12,,"40",2020,"High","25.4694444","6' 3""","185","R","R","2016 Draft Rnd 2 (BOS)","Florida Atlantic","Chatham played on Miami-area powerhouse high school team American Heritage with Zack Collins, and stood out defensively for being a long-limbed athlete with a plus arm and above average defensive ability. Collins went to Miami and became a top ten pick while Chatham went to Florida Atlanta and became a second round talent. Over 2.5 seasons, Chatham has played only 156 games due to multiple injuries. He has viable infield defensive ability and above-average bat control with some doubles pop, but also has some clear offensive limitations. He had a mostly healthy 2018 at Hi-A, and should begin 2019 on the doorstep of a big league utility role.","o51fk4q6VrI","sa873984"
"Devin Smeltzer","MIN","LHP","MLB",,22,,"40",2019,"Low","24.7611111","6' 3""","195","R","L","2016 Draft Rnd 5 (LAD)","San Jacinto JC (TX)","Most pitchers tuck their gloves in by their ribs when they disconnect and begin to clear their front sides; Smeltzer's glove extends way out away from his body, the start of one of baseball's funkiest deliveries. Repertoire depth, plus fastball and breaking ball spin, and efficient strike-throwing all mix with the mechanical deception to enable Smeltzer's success despite a lack of velocity. He's long been projected as a reliever but continues to start in the minors, and he's had some dominant outings in addition to the low walk rates, and his spin rate has ticked up pretty significantly each of the last two seasons, which is rare. He may end up in a multi-inning role of some kind, as his strange mechanics would certainly give hitters a weird look one time through the lineup. 
Smeltzer was struck in the head by a comeback in mid-April. He walked off the field under his own power but it's unclear what his timetable for return is at list publication.","sO68TM2v_iE","19487"
"Jarren Duran","BOS","CF","AA",,13,,"40",2022,"High","23.7666666","6' 2""","200","L","R","2018 Draft Rnd 7 (BOS)","Long Beach State","The trajectory of Duran's summer/fall rise is unique. During collegiate scrimmages in the fall of 2017, scouts saw a big, athletic second baseman who was just okay defensively, had an all-fields, line drive approach without much pop, and plus to plus-plus speed. Duran had a fine junior spring, but hit for almost no power (which perhaps should be expected in a pitcher-friendly home stadium like Blair Field in Long Beach) and slipped to the seventh round as a nearly-22-year-old with a modest statistical track record. After signing, the Red Sox had Duran change his swing a bit in BP to see if they could tap into something more, and the 6-foot-2, 200-pound Duran started showing above-average pull power. Boston also moved him to center field, where his long-range speed fits better than it did on the infield. He crushed short season and Low-A after signing. For Long Beach State, Duran had 13 extra base hits in 253 PA in 2018; across two pro levels, he had 28 extra base hits in 302 PA, including 11 triples. There are multiple examples of hitters, including Matt Chapman and several of the Stanford guys, who had breakouts after leaving overly-traditional west coast college hitting programs. Duran may be the most recent.",,"sa3006786"
"Blayne Enlow","MIN","RHP","A+",,23,,"40",2022,"High","21.2222222","6' 3""","170","R","R","2017 Draft Rnd 3 (MIN)","St. Amat HS (LA)","Your standard high school projection arm with a breaking ball, Enlow is back at Low-A to start 2019. Like most pitchers of this ilk, fastball command and the development of a third pitch stand between Enlow and industry confidence that he's a starter. That stuff hasn't developed just yet, but Enlow is still just 20. If that doesn't happen, he's likely to be a fine reliever.","aZJ78IL6QJ8","sa3005117"
"Brandon Howlett","BOS","3B","A",,14,,"40",2023,"High","20.7472222","6' 1""","205","R","R","2018 Draft Rnd 21 (BOS)","George Jenkins HS (FL)","Howlett was a known prospect in Florida for years and was on a trajectory to go in the top five rounds after a strong start to his spring, but he finished poorly, including a brutal NHSI tournament where all 30 teams had multiple scouts on hand. Howlett swung and missed a ton in front of dozens of high level evaluators, when many had pegged him as the sleeper prospect to break out at the event. The Red Sox found after signing him that he had an issue with his contacts, giving him particular trouble in day games (which all of the games at NHSI were), and got him squared away before his pro career began. Howlett hit six homers in 43 pro games with a manageable strikeout rate that surprised many amateur scouts who had discounted his hitting ability earlier that year. He's often compared to Northcut since they both play third base and were widely-scouted later-round finds for Boston. Howlett has a little better feel to hit and ability to tap into his power in game situations, but is a little behind Northcut defensively.",,"sa3007745"
"Akil Baddoo","MIN","CF","A+",,24,,"40",2021,"High","21.8194444","5' 11""","195","L","L","2016 Draft Rnd 2 (MIN)","Salem HS (GA)","Baddoo has some promising physical ingredients -- speed, raw power -- and three consecutive seasons of plus walk rates. For a player who was considered raw coming out of high school, his numbers at his age and level combination are compelling, and he'll be a 20 year old at Hi-A all year. Visual evaluations of his feel to hit temper enthusiasm for his overall profile, as the game power manifests itself in a niche, dead-pull manner that upper-level pitching should be able to avoid. Scouts think he's more of a platoon or fourth outfielder, while we think it's likely that teams using a pro model will like him more than that because of his age and peripherals.",,"sa917953"
"Gilberto Jimenez","BOS","CF","A-",,15,,"40",2023,"High","19.925","5' 11""","160","R","R","2017 J2 (BOS)","Dominican Republic","Jimenez is a scout favorite and probably the highest-rated of the true sleepers on this list. The Sox 2017 international signing class is already paying dividends with Flores, Jimenez, Bello and Diaz all among the org's top 20 prospects while none have played longer than a week in the GCL. Jimenez is described as a running back playing baseball due to his sneaky athleticism in a compact frame, his all-out style, and standout work ethic. Depending on whom you ask, he's either a 70 or 80 runner, but his instincts on the bases and in the field aren't up to snuff just yet. Since there isn't much raw power presently, he plays more of a slap-and-dash, small-ball game that accentuates his speed. This limits his upside a bit, but when you look back at prospects who outplay their projections, scouts will often point to a name and tell you not to underrate plus athletes with plus makeup; we were aggressive in ranking Jimenez for that reason.",,"sa3005507"
"Luke Raley","MIN","1B",,,25,,"40",2020,"High","25.7277777","6' 4""","235","L","R","2016 Draft Rnd 7 (LAD)","Lake Erie College (OH)","Raley is plus runner underway despite his size, and has big raw power that the Dodgers did well to tease out of him in games before trading him to Minnesota as part of the Brian Dozier deal last year. The small-school pedigree helps balance skepticism surrounding Raley's performance (20 Double-A homers at age 23 last year) due to his age, and he projects to be a player quite similar to Daniel Palka or Scott Schebler.",,"sa918048"
"Mike Shawaryn","BOS","RHP",,,16,,"40",2019,"Med","25.7333333","6' 3""","225","R","R","2016 Draft Rnd 5 (BOS)","Maryland","Shawaryn's prospect stock peaked when he was a dominant college sophomore at Maryland. Injury and a downtick in stuff plagued him as a junior and he fell to the fifth round of his draft. Shawaryn has traversed the whole of the minors as a starter but ultimately might fit best in relief due to some of his stuff's limitations. He has a funky, low-slot delivery that creates cuttery, horizontal movement on his slider. It's his best way to miss bats. His changeup and fastball (which was only in the upper-80s for much of his time in the Arizona Fall League) are both fringy on their own but play up a bit due to the deceptive funk in his delivery. Shawaryn fits in a No. 5 starter/swingman relief role, and could be ready in 2019.","G_s2TjI4gaw","19495"
